Attributes,High,Low,Open,Close,Volume,Adj Close
Symbols,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2018-10-19,221.25999450683594,217.42999267578125,218.05999755859375,219.30999755859375,33078700.0,218.54745483398438
2018-10-22,223.36000061035156,218.94000244140625,219.7899932861328,220.64999389648438,28792100.0,219.88278198242188
2018-10-23,223.25,214.6999969482422,215.8300018310547,222.72999572753906,38767800.0,221.95555114746094
2018-10-24,224.22999572753906,214.5399932861328,222.60000610351562,215.08999633789062,40925500.0,214.3421173095703
2018-10-25,221.3800048828125,216.75,217.7100067138672,219.8000030517578,29855800.0,219.03575134277344
2018-10-26,220.19000244140625,212.6699981689453,215.89999389648438,216.3000030517578,47258400.0,215.54791259765625
2018-10-29,219.69000244140625,206.08999633789062,219.19000244140625,212.24000549316406,45935500.0,211.50204467773438
2018-10-30,215.17999267578125,209.27000427246094,211.14999389648438,213.3000030517578,36660000.0,212.558349609375
2018-10-31,220.4499969482422,216.6199951171875,216.8800048828125,218.86000061035156,38358900.0,218.09901428222656
2018-11-01,222.36000061035156,216.80999755859375,219.0500030517578,222.22000122070312,58323200.0,221.44732666015625
2018-11-02,213.64999389648438,205.42999267578125,209.5500030517578,207.47999572753906,91328700.0,206.75857543945312
2018-11-05,204.38999938964844,198.1699981689453,204.3000030517578,201.58999633789062,66163700.0,200.88905334472656
2018-11-06,204.72000122070312,201.69000244140625,201.9199981689453,203.77000427246094,31882900.0,203.06149291992188
2018-11-07,210.05999755859375,204.1300048828125,205.97000122070312,209.9499969482422,33424400.0,209.21998596191406
2018-11-08,210.1199951171875,206.75,209.97999572753906,208.49000549316406,25362600.0,208.49000549316406
2018-11-09,206.00999450683594,202.25,205.5500030517578,204.47000122070312,34365800.0,204.47000122070312
2018-11-12,199.85000610351562,193.7899932861328,199.0,194.1699981689453,51135500.0,194.1699981689453
2018-11-13,197.17999267578125,191.4499969482422,191.6300048828125,192.22999572753906,46882900.0,192.22999572753906
2018-11-14,194.47999572753906,185.92999267578125,193.89999389648438,186.8000030517578,60801000.0,186.8000030517578
2018-11-15,191.97000122070312,186.89999389648438,188.38999938964844,191.41000366210938,46478800.0,191.41000366210938
2018-11-16,194.97000122070312,189.4600067138672,190.5,193.52999877929688,36928300.0,193.52999877929688
2018-11-19,190.6999969482422,184.99000549316406,190.0,185.86000061035156,41925300.0,185.86000061035156
2018-11-20,181.47000122070312,175.50999450683594,178.3699951171875,176.97999572753906,67825200.0,176.97999572753906
2018-11-21,180.27000427246094,176.5500030517578,179.72999572753906,176.77999877929688,31124200.0,176.77999877929688
2018-11-23,176.60000610351562,172.10000610351562,174.94000244140625,172.2899932861328,23624000.0,172.2899932861328
2018-11-26,174.9499969482422,170.25999450683594,174.24000549316406,174.6199951171875,44998500.0,174.6199951171875
2018-11-27,174.77000427246094,170.8800048828125,171.50999450683594,174.24000549316406,41387400.0,174.24000549316406
2018-11-28,181.2899932861328,174.92999267578125,176.72999572753906,180.94000244140625,46062500.0,180.94000244140625
2018-11-29,182.8000030517578,177.6999969482422,182.66000366210938,179.5500030517578,41770000.0,179.5500030517578
2018-11-30,180.3300018310547,177.02999877929688,180.2899932861328,178.5800018310547,39531500.0,178.5800018310547
2018-12-03,184.94000244140625,181.2100067138672,184.4600067138672,184.82000732421875,40802500.0,184.82000732421875
2018-12-04,182.38999938964844,176.27000427246094,180.9499969482422,176.69000244140625,41344300.0,176.69000244140625
2018-12-06,174.77999877929688,170.4199981689453,171.75999450683594,174.72000122070312,43098400.0,174.72000122070312
2018-12-07,174.49000549316406,168.3000030517578,173.49000549316406,168.49000549316406,42281600.0,168.49000549316406
2018-12-10,170.08999633789062,163.3300018310547,165.0,169.60000610351562,62026000.0,169.60000610351562
2018-12-11,171.7899932861328,167.0,171.66000366210938,168.6300048828125,47281700.0,168.6300048828125
2018-12-12,171.9199981689453,169.02000427246094,170.39999389648438,169.10000610351562,35627700.0,169.10000610351562
2018-12-13,172.57000732421875,169.5500030517578,170.49000549316406,170.9499969482422,31898600.0,170.9499969482422
2018-12-14,169.0800018310547,165.27999877929688,169.0,165.47999572753906,40703700.0,165.47999572753906
2018-12-17,168.35000610351562,162.72999572753906,165.4499969482422,163.94000244140625,44287900.0,163.94000244140625
2018-12-18,167.52999877929688,164.38999938964844,165.3800048828125,166.07000732421875,33841500.0,166.07000732421875
2018-12-19,167.4499969482422,159.08999633789062,166.0,160.88999938964844,49047300.0,160.88999938964844
2018-12-20,162.11000061035156,155.3000030517578,160.39999389648438,156.8300018310547,64773000.0,156.8300018310547
2018-12-21,158.16000366210938,149.6300048828125,156.86000061035156,150.72999572753906,95744600.0,150.72999572753906
2018-12-24,151.5500030517578,146.58999633789062,148.14999389648438,146.8300018310547,37169200.0,146.8300018310547
2018-12-26,157.22999572753906,146.72000122070312,148.3000030517578,157.1699981689453,58582500.0,157.1699981689453
2018-12-27,156.77000427246094,150.07000732421875,155.83999633789062,156.14999389648438,53117100.0,156.14999389648438
2018-12-28,158.52000427246094,154.5500030517578,157.5,156.22999572753906,42291400.0,156.22999572753906
2018-12-31,159.36000061035156,156.47999572753906,158.52999877929688,157.74000549316406,35003500.0,157.74000549316406
2019-01-02,158.85000610351562,154.22999572753906,154.88999938964844,157.9199981689453,37039700.0,157.9199981689453
2019-01-03,145.72000122070312,142.0,143.97999572753906,142.19000244140625,91312200.0,142.19000244140625
2019-01-04,148.5500030517578,143.8000030517578,144.52999877929688,148.25999450683594,58607100.0,148.25999450683594
2019-01-07,148.8300018310547,145.89999389648438,148.6999969482422,147.92999267578125,54777800.0,147.92999267578125
2019-01-08,151.82000732421875,148.52000427246094,149.55999755859375,150.75,41025300.0,150.75
2019-01-09,154.52999877929688,149.6300048828125,151.2899932861328,153.30999755859375,45099100.0,153.30999755859375
2019-01-10,153.97000122070312,150.86000061035156,152.5,153.8000030517578,35780700.0,153.8000030517578
2019-01-11,153.6999969482422,151.50999450683594,152.8800048828125,152.2899932861328,27023200.0,152.2899932861328
2019-01-14,151.27000427246094,149.22000122070312,150.85000610351562,150,77041,150
